hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode,src
466,1300 south montgomery avenue,sheffield,jefferson,helen keller memorial hospital,government - hospital district or authority,acute care hospitals,2563864556,10019a,ala,al_scip-vte-2a,35660a,e
467,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-1,36360,d
467,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-1,36360,b
467,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-1a,36360a,e
467,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-1a,36360a,c
467,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-1a,36360a,a
468,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-2,36360,c
468,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-2,36360,e
468,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-2a,36360a,d
468,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-2a,36360a,b
468,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-2a,36360a,a
469,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-3,36360,c
469,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-3,36360,e
469,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-3a,36360a,d
469,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-3a,36360a,a
469,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-3a,36360a,b
470,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-4,36360,a
470,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-4,36360,d
470,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-4a,36360a,e
470,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-4a,36360a,c
470,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-4a,36360a,b
471,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-5,36360,b
471,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-5,36360,a
471,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-5a,36360a,d
471,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-5a,36360a,e
471,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-5a,36360a,c
472,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-7a,36360,c
472,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-7a,36360,d
472,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-7aa,36360a,a
472,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-7aa,36360a,e
472,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-7aa,36360a,b
473,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-8a,36360,e
473,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_ami-8a,36360,a
473,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_ami-8aa,36360a,b
473,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-8aa,36360a,d
473,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_ami-8aa,36360a,c
474,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-1,36360,e
474,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-1,36360,b
474,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_hf-1a,36360a,a
474,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-1a,36360a,d
474,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-1a,36360a,c
475,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-2,36360,e
475,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-2,36360,a
475,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_hf-2a,36360a,c
475,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-2a,36360a,d
475,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-2a,36360a,b
476,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-3,36360,c
476,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-3,36360,a
476,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_hf-3a,36360a,b
476,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-3a,36360a,d
476,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-3a,36360a,e
477,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-4,36360,e
477,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_hf-4,36360,b
477,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_hf-4a,36360a,a
477,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-4a,36360a,d
477,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_hf-4a,36360a,c
478,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-2,36360,a
478,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-2,36360,c
478,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-2a,36360a,d
478,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-2a,36360a,b
478,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-2a,36360a,e
479,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-3b,36360,d
479,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-3b,36360,a
479,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-3ba,36360a,b
479,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-3ba,36360a,c
479,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-3ba,36360a,e
480,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-4,36360,a
480,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-4,36360,b
480,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-4a,36360a,e
480,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-4a,36360a,c
480,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-4a,36360a,d
481,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-5c,36360,d
481,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-5c,36360,a
481,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-5ca,36360a,c
481,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-5ca,36360a,e
481,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-5ca,36360a,b
482,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-6,36360,b
482,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-6,36360,d
482,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-6a,36360a,c
482,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-6a,36360a,e
482,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-6a,36360a,a
483,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-7,36360,e
483,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_pn-7,36360,d
483,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_pn-7a,36360a,a
483,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-7a,36360a,b
483,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_pn-7a,36360a,c
484,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-card-2,36360,d
484,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-card-2,36360,b
484,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-card-2a,36360a,e
484,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-card-2a,36360a,c
484,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-card-2a,36360a,a
485,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-1,36360,a
485,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021,al,al_scip-inf-1,36360,e
485,126 hospital avea,ozarka,dalea,dale medical center,government - hospital district or authority,acute care hospitals,3347742601a,10021a,ala,al_scip-inf-1a,36360a,b
485,126 hospital ave,ozark,dale,dale medical center,government - hospital district or authority,acute care hospitals,3347742601,10021a,ala,al_scip-inf-1a,36360a,d
