hospital_number,Address1,City,CountyName,HospitalName,HospitalOwner,HospitalType,PhoneNumber,ProviderNumber,State,Stateavg,ZipCode
497,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-7a,35960
497,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-7a,35960
497,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_ami-7aa,35960a
497,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-7aa,35960a
497,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-7aa,35960a
498,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-8a,35960
498,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_ami-8a,35960
498,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_ami-8aa,35960a
498,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-8aa,35960a
498,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_ami-8aa,35960a
499,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_hf-1,35960
499,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_hf-1,35960
499,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_hf-1a,35960a
499,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_hf-1a,35960a
499,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_hf-1a,35960a
500,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_hf-2,35960
500,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_hf-2,35960
500,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_hf-2a,35960a
500,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_hf-2a,35960a
500,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_hf-2a,35960a
501,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_hf-3,35960
501,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_hf-3,35960
501,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_hf-3a,35960a
501,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_hf-3a,35960a
501,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_hf-3a,35960a
502,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_hf-4,35960
502,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_hf-4,35960
502,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_hf-4a,35960a
502,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_hf-4a,35960a
502,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_hf-4a,35960a
503,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-2,35960
503,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-2,35960
503,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_pn-2a,35960a
503,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-2a,35960a
503,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-2a,35960a
504,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-3b,35960
504,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-3b,35960
504,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_pn-3ba,35960a
504,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-3ba,35960a
504,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-3ba,35960a
505,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-4,35960
505,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-4,35960
505,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_pn-4a,35960a
505,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-4a,35960a
505,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-4a,35960a
506,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-5c,35960
506,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-5c,35960
506,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_pn-5ca,35960a
506,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-5ca,35960a
506,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-5ca,35960a
507,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-6,35960
507,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-6,35960
507,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_pn-6a,35960a
507,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-6a,35960a
507,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-6a,35960a
508,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-7,35960
508,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_pn-7,35960
508,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_pn-7a,35960a
508,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-7a,35960a
508,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_pn-7a,35960a
509,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_scip-card-2,35960
509,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_scip-card-2,35960
509,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_scip-card-2a,35960a
509,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_scip-card-2a,35960a
509,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_scip-card-2a,35960a
510,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_scip-inf-1,35960
510,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_scip-inf-1,35960
510,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_scip-inf-1a,35960a
510,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_scip-inf-1a,35960a
510,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_scip-inf-1a,35960a
511,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_scip-inf-2,35960
511,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_scip-inf-2,35960
511,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_scip-inf-2a,35960a
511,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_scip-inf-2a,35960a
511,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_scip-inf-2a,35960a
512,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_scip-inf-3,35960
512,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022,al,al_scip-inf-3,35960
512,400 northwood dra,centrea,cherokeea,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531a,10022a,ala,al_scip-inf-3a,35960a
512,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_scip-inf-3a,35960a
512,400 northwood dr,centre,cherokee,cherokee medical center,voluntary non-profit - private,acute care hospitals,2569275531,10022a,ala,al_scip-inf-3a,35960a
