flight,scheduled_dept,actual_dept,dept_gate,scheduled_arrival,actual_arrival,arrival_gate
2011-12-20-AA-59-JFK-SFO,December 20- 2011               07:10 AM    ,December 20- 2011               07:03 AM    , 45,December 20- 2011               10:45 AM    ,December 20- 2011               10:07 AM    , 58B    
2011-12-20-AA-415-BOS-ORD,December 20- 2011               08:35 AM    ,December 20- 2011               08:33 AM    , B36,December 20- 2011               10:40 AM    ,December 20- 2011               10:29 AM    , K5    
2011-12-20-AA-222-LAX-BOS,December 20- 2011               07:10 AM    ,December 20- 2011               10:46 AM    , 46A,December 20- 2011               03:30 PM    ,December 20- 2011               07:16 PM    , B28    
2011-12-20-AA-3823-LAX-DEN,December 20- 2011               09:00 PM    ,December 20- 2011     , 44E,December 21- 2011               12:15 AM    ,December 21- 2011     , A49    
2011-12-20-AA-1165-JFK-MIA,December 20- 2011               06:59 AM    ,December 20- 2011               07:05 AM    , 6,December 20- 2011               10:34 AM    ,December 20- 2011               10:13 AM    , D25    
2011-12-20-AA-3786-IAH-ORD,December 20- 2011               04:00 PM    ,December 20- 2011               03:55 PM    , A29,December 20- 2011               06:40 PM    ,December 20- 2011               06:28 PM    , G9    
2011-12-20-AA-3468-CVG-MIA,December 20- 2011               07:00 AM    ,December 20- 2011               06:59 AM    , 5,December 20- 2011               09:55 AM    ,December 20- 2011               09:26 AM    , D53    
2011-12-20-AA-204-LAX-MCO,December 20- 2011               11:25 PM    ,December 20- 2011     , 45,December 21- 2011               06:55 AM    ,December 21- 2011     , TBA    
2011-12-20-AA-466-IAH-MIA,December 20- 2011               06:00 AM    ,December 20- 2011               06:02 AM    , A27,December 20- 2011               09:20 AM    ,December 20- 2011               09:22 AM    , D12    
2011-12-20-AA-3-JFK-LAX,December 20- 2011               12:00 PM    ,December 20- 2011               11:52 AM    , 42,December 20- 2011               03:15 PM    ,December 20- 2011               02:28 PM    , 47B    
2011-12-20-AA-1007-MIA-PHX,December 20- 2011               04:55 PM    ,December 20- 2011               04:54 PM    , D38,December 20- 2011               08:05 PM    ,December 20- 2011               07:49 PM    , 6    
2011-12-20-AA-271-MIA-LAX,December 20- 2011               11:35 AM    ,December 20- 2011               11:44 AM    , D24,December 20- 2011               02:25 PM    ,December 20- 2011               02:10 PM    , 45    
2011-12-20-AA-643-MIA-ORD,December 20- 2011               07:10 AM    ,December 20- 2011               07:04 AM    , D16,December 20- 2011               09:35 AM    ,December 20- 2011               09:05 AM    , H15    
2011-12-20-AA-4198-ORD-CLE,December 20- 2011               10:40 AM    ,December 20- 2011               10:36 AM    , G2A,December 20- 2011               12:55 PM    ,December 20- 2011               12:50 PM    , A1    
2011-12-20-AA-400-DFW-JFK,December 20- 2011               10:40 AM    ,December 20- 2011               10:36 AM    , D20,December 20- 2011               02:59 PM    ,December 20- 2011               02:31 PM    , 44    
2011-12-20-AA-1886-BOS-MIA,December 20- 2011               10:45 AM    ,December 20- 2011               11:02 AM    , B35,December 20- 2011               02:20 PM    ,December 20- 2011               02:29 PM    , D5    
2011-12-20-AA-1917-JFK-MCO,December 20- 2011               02:55 PM    ,December 20- 2011               02:52 PM    , 7,December 20- 2011               05:55 PM    ,December 20- 2011               05:36 PM    , 16    
2011-12-20-AA-3809-PHX-LAX,December 20- 2011               06:00 AM    ,December 20- 2011               05:54 AM    , 2,December 20- 2011               06:40 AM    ,December 20- 2011               06:22 AM    , 44J    
2011-12-20-AA-2957-DFW-CVG,December 20- 2011               07:55 AM    ,December 20- 2011               08:08 AM    , B4A,December 20- 2011               11:05 AM    ,December 20- 2011               11:19 AM    , 3    
2011-12-20-UA-1500-IAH-GUA,Tue- Dec 20 8:50 AM,Tue- Dec 20 9:38 AM            Delayed,E9,Tue- Dec 20 11:43 AM,Tue- Dec 20 12:25 PM,15
2011-12-20-UA-3515-IAD-MSP,Tue- Dec 20 8:19 AM,Tue- Dec 20 8:26 AM,D18,Tue- Dec 20 10:09 AM,Tue- Dec 20 10:18 AM,E8
2011-12-20-UA-664-ORD-PHL,Tue- Dec 20 1:35 PM,Tue- Dec 20 1:39 PM            Delayed,C15,Tue- Dec 20 4:38 PM,Tue- Dec 20 4:25 PM,D9
2011-12-20-UA-414-LAX-SFO,Tue- Dec 20 6:00 AM,Tue- Dec 20 5:55 AM,84,Tue- Dec 20 7:26 AM,Tue- Dec 20 7:07 AM,75
2011-12-20-UA-257-JFK-SFO,Tue- Dec 20 2:30 PM,Tue- Dec 20 2:25 PM,10,Tue- Dec 20 6:14 PM,Tue- Dec 20 5:10 PM,80
2011-12-20-UA-62-IAH-EWR,Tue- Dec 20 2:30 PM,Tue- Dec 20 2:47 PM,E17,Tue- Dec 20 7:03 PM,Tue- Dec 20 7:22 PM,C123
2011-12-20-UA-843-LAX-ORD,Tue- Dec 20 2:10 PM,Tue- Dec 20 2:18 PM,77,Tue- Dec 20 8:12 PM,Tue- Dec 20 8:36 PM,C19
2011-12-20-UA-248-PHX-ORD,Tue- Dec 20 12:46 PM,Tue- Dec 20 12:46 PM,3,Tue- Dec 20 5:07 PM,Tue- Dec 20 5:13 PM,C29
2011-12-20-UA-397-JFK-SFO,Tue- Dec 20 8:25 AM,Tue- Dec 20 8:22 AM,7,Tue- Dec 20 12:14 PM,Tue- Dec 20 11:11 AM,80
2011-12-20-UA-2704-DTW-PHX,Tue- Dec 20 11:15 AM,Tue- Dec 20 11:15 AM,D14,Tue- Dec 20 1:40 PM,Tue- Dec 20 1:13 PM,A8
2011-12-20-UA-2515-DFW-CLT,Tue- Dec 20 7:00 AM,Tue- Dec 20 7:06 AM,E36,Tue- Dec 20 10:26 AM,Tue- Dec 20 10:19 AM,B3
2011-12-20-UA-3373-IAD-PHL,Tue- Dec 20 8:30 AM,Tue- Dec 20 8:27 AM,C20,Tue- Dec 20 9:25 AM,Tue- Dec 20 9:36 AM,D7
2011-12-20-UA-2906-PHL-MCO,Tue- Dec 20 3:50 PM,Tue- Dec 20 3:50 PM            Delayed,B13,Tue- Dec 20 6:23 PM,Tue- Dec 20 6:26 PM,58
2011-12-20-UA-938-DEN-ORD,Tue- Dec 20 3:54 PM,Tue- Dec 20 4:00 PM,B42,Tue- Dec 20 7:17 PM,Tue- Dec 20 7:35 PM,C19
2011-12-20-UA-3099-PHX-PHL,Tue- Dec 20 11:55 AM,Tue- Dec 20 11:55 AM,A14,Tue- Dec 20 6:17 PM,Tue- Dec 20 6:16 PM,C29
2011-12-20-UA-3925-IAD-ORF,Tue- Dec 20 8:42 AM,Tue- Dec 20 11:27 AM,A2G,Tue- Dec 20 9:55 AM,Tue- Dec 20 12:23 PM,--
2011-12-20-UA-5487-SFO-MRY,Tue- Dec 20 10:37 AM,Tue- Dec 20 10:41 AM,76A,Tue- Dec 20 11:24 AM,Tue- Dec 20 11:21 AM,--
2011-12-20-UA-3050-PHX-CLT,Tue- Dec 20 11:05 AM,Tue- Dec 20 11:05 AM,A3,Tue- Dec 20 4:57 PM,Tue- Dec 20 4:52 PM,B6
2011-12-20-UA-828-SFO-ORD,Tue- Dec 20 11:13 PM,Tue- Dec 20 11:13 PM            On Time,84,Wed- Dec 21 5:15 AM,Wed- Dec 21 5:15 AM,C26
2011-12-20-UA-2830-MCO-CLT,Tue- Dec 20 3:27 PM,Tue- Dec 20 3:40 PM,58,Tue- Dec 20 5:05 PM,Tue- Dec 20 5:14 PM,B8
2011-12-20-UA-37-EWR-MCO,Tue- Dec 20 1:29 PM,Tue- Dec 20 1:58 PM            Delayed,C126,Tue- Dec 20 4:22 PM,Tue- Dec 20 4:39 PM,39
2011-12-20-UA-37-EDI-EWR,Tue- Dec 20 9:05 AM,Tue- Dec 20 8:54 AM,--,Tue- Dec 20 11:53 AM,Tue- Dec 20 11:50 AM,B54
2011-12-20-UA-2708-EWR-CLT,Tue- Dec 20 2:55 PM,Tue- Dec 20 2:55 PM,A37,Tue- Dec 20 4:53 PM,Tue- Dec 20 4:43 PM,C13
2011-12-20-UA-233-LAX-JFK,Tue- Dec 20 4:25 PM,Tue- Dec 20 4:25 PM,77,Wed- Dec 21 12:44 AM,Wed- Dec 21 12:44 AM,4
2011-12-20-UA-2726-FLL-PHL,Tue- Dec 20 4:00 PM,Tue- Dec 20 4:26 PM,E3,Tue- Dec 20 6:46 PM,Tue- Dec 20 6:50 PM,C20
2011-12-20-UA-2945-PHL-CLT,Tue- Dec 20 12:00 AM,Tue- Dec 20 9:11 AM,C21,Tue- Dec 20 1:45 PM,Tue- Dec 20 1:42 PM,C12
2011-12-20-UA-6273-YYC-SFO,Tue- Dec 20 7:45 AM,Tue- Dec 20 7:37 AM,--,Tue- Dec 20 9:53 AM,Tue- Dec 20 9:37 AM,77B
2011-12-20-UA-2314-ATL-PHL,Tue- Dec 20 2:55 PM,Tue- Dec 20 3:00 PM,D23,Tue- Dec 20 5:00 PM,Tue- Dec 20 4:43 PM,A4
2011-12-20-UA-382-IAD-LAX,Tue- Dec 20 8:35 AM,Tue- Dec 20 8:29 AM,C17,Tue- Dec 20 11:28 AM,Tue- Dec 20 11:01 AM,84
2011-12-20-UA-858-PVG-SFO,Tue- Dec 20 1:45 PM,Tue- Dec 20 1:37 PM,75,Tue- Dec 20 8:27 AM,Tue- Dec 20 8:23 AM,92
2011-12-20-UA-854-SFO-IAH,Tue- Dec 20 7:35 AM,Tue- Dec 20 7:38 AM,96,Tue- Dec 20 1:30 PM,Tue- Dec 20 1:34 PM,C16
2011-12-22-AA-1221-MCO-ORD,December 22- 2011               08:00 PM    ,December 22- 2011               08:30 PM    , 16,December 22- 2011               09:50 PM    ,December 22- 2011               09:57 PM    , K3    
2011-12-22-AA-4307-ORD-DTW,December 22- 2011               06:45 PM    ,December 22- 2011               06:48 PM    , G12,December 22- 2011               09:10 PM    ,December 22- 2011               09:10 PM    , D28    
2011-12-22-AA-616-DFW-DTW,December 22- 2011               09:05 AM    ,December 22- 2011               08:59 AM    , C14,December 22- 2011               12:35 PM    ,December 22- 2011               12:18 PM    , D32    
2011-12-22-AA-431-MIA-SFO,December 22- 2011               08:35 AM    ,December 22- 2011               08:51 AM    , D2,December 22- 2011               11:50 AM    ,December 22- 2011               11:45 AM    , 58B    
2011-12-22-AA-3756-ORD-SLC,December 22- 2011               12:15 PM    ,December 22- 2011               12:17 PM    , G9,December 22- 2011               02:45 PM    ,December 22- 2011               02:44 PM    , A3    
2011-12-22-AA-2050-ORD-MIA,December 22- 2011               10:40 AM    ,December 22- 2011               10:44 AM    , K13,December 22- 2011               02:45 PM    ,December 22- 2011               02:45 PM    , D23    
2011-12-22-AA-3804-PHL-ORD,December 22- 2011               02:35 PM    ,December 22- 2011               02:27 PM    , A7,December 22- 2011               04:05 PM    ,December 22- 2011               03:53 PM    , H2    
2011-12-22-AA-1664-MIA-ATL,December 22- 2011               10:15 AM    ,December 22- 2011               10:47 AM    , D32,December 22- 2011               12:10 PM    ,December 22- 2011               12:51 PM    , T11    
2011-12-22-AA-789-ORD-DEN,December 22- 2011               01:05 PM    ,December 22- 2011               02:01 PM    , K16,December 22- 2011               02:35 PM    ,December 22- 2011               03:56 PM    , A45    
2011-12-22-AA-1733-ORD-PHX,December 22- 2011               07:45 PM    ,December 22- 2011     , H17,December 22- 2011               10:30 PM    ,December 22- 2011     , 6    
2011-12-22-AA-4277-CVG-JFK,December 22- 2011               12:10 PM    ,December 22- 2011               12:05 PM    , 1,December 22- 2011               02:15 PM    ,December 22- 2011               01:57 PM    , 31E    
2011-12-22-AA-2312-DFW-DTW,December 22- 2011               08:25 PM    ,December 22- 2011     , A28,December 22- 2011               11:50 PM    ,December 22- 2011     , D32    
2011-12-22-AA-85-JFK-SFO,December 22- 2011               03:05 PM    ,December 22- 2011               03:36 PM    , 38,December 22- 2011               06:30 PM    ,December 22- 2011               07:15 PM    , 58B    
2011-12-22-AA-404-MIA-MCO,December 22- 2011               06:45 AM    ,December 22- 2011               06:44 AM    , E5,December 22- 2011               07:45 AM    ,December 22- 2011               07:39 AM    , 16    
2011-12-22-AA-446-DFW-PHL,December 22- 2011               11:50 AM    ,December 22- 2011               11:46 AM    , D17,December 22- 2011               03:50 PM    ,December 22- 2011               03:29 PM    , A9    
2011-12-22-AA-2268-PHX-ORD,December 22- 2011               07:15 AM    ,December 22- 2011               07:12 AM    , 6,December 22- 2011               11:35 AM    ,December 22- 2011               11:21 AM    , H11A    
2011-12-22-AA-4344-ORD-DTW,December 22- 2011               11:45 AM    ,December 22- 2011               12:11 PM    , G14A,December 22- 2011               02:00 PM    ,December 22- 2011               02:48 PM    , D28    
2011-12-22-AA-484-DFW-MIA,December 22- 2011               04:15 PM    ,December 22- 2011               04:21 PM    , D28,December 22- 2011               07:55 PM    ,December 22- 2011               08:30 PM    , D6    
2011-12-22-AA-3979-CVG-ORD,December 22- 2011               07:30 AM    ,December 22- 2011               07:23 AM    , 5,December 22- 2011               08:00 AM    ,December 22- 2011               07:46 AM    , G19A    
2011-12-22-AA-3063-SLC-LAX,December 22- 2011               08:20 PM    ,December 22- 2011               08:19 PM    , A3,December 22- 2011               09:20 PM    ,December 22- 2011     , 44G    
2011-12-22-AA-3859-IAH-ORD,December 22- 2011               07:10 AM    ,December 22- 2011               07:13 AM    , A29,December 22- 2011               09:40 AM    ,December 22- 2011               09:24 AM    , H1B    
2011-12-22-AA-3842-MSP-ORD,December 22- 2011               06:00 AM    ,December 22- 2011               05:59 AM    , E14,December 22- 2011               07:30 AM    ,December 22- 2011               07:27 AM    , H3A    
2011-12-22-AA-1544-SAN-ORD,December 22- 2011               11:25 AM    ,December 22- 2011               11:49 AM    , 27,December 22- 2011               05:25 PM    ,December 22- 2011               05:46 PM    , H6    
2011-12-22-AA-649-ORD-SNA,December 22- 2011               01:30 PM    ,December 22- 2011     , H12,December 22- 2011               03:50 PM    ,December 22- 2011     , 7    
2011-12-22-AA-1640-MIA-MCO,December 22- 2011               06:30 PM    ,December 22- 2011     , D20,December 22- 2011               07:25 PM    ,December 22- 2011     , 14    
2011-12-22-AA-518-MIA-JFK,December 22- 2011               06:30 AM    ,December 22- 2011               06:29 AM    , D11,December 22- 2011               09:15 AM    ,December 22- 2011               09:17 AM    , 38    
2011-12-22-AA-2525-DFW-MIA,December 22- 2011               07:25 AM    ,December 22- 2011               07:27 AM    , C8,December 22- 2011               11:10 AM    ,December 22- 2011               11:24 AM    , D3    
2011-12-22-AA-1279-DFW-PHX,December 22- 2011               01:00 PM    ,December 22- 2011               01:46 PM    , D33,December 22- 2011               02:35 PM    ,December 22- 2011               03:14 PM    , 6    
2011-12-22-AA-1522-SFO-ORD,December 22- 2011               11:55 PM    ,December 22- 2011     , 57,December 23- 2011               05:50 AM    ,December 23- 2011     , H10    
2011-12-22-AA-1434-DFW-MCO,December 22- 2011               07:15 AM    ,December 22- 2011               07:10 AM    , D29,December 22- 2011               10:35 AM    ,December 22- 2011               10:44 AM    , 17    
2011-12-22-AA-59-JFK-SFO,December 22- 2011               07:10 AM    ,December 22- 2011               07:05 AM    , 43,December 22- 2011               10:45 AM    ,December 22- 2011               11:06 AM    , 57    
2011-12-22-AA-415-BOS-ORD,December 22- 2011               08:35 AM    ,December 22- 2011               08:33 AM    , B34,December 22- 2011               10:40 AM    ,December 22- 2011               10:42 AM    , H17    
2011-12-22-AA-222-LAX-BOS,December 22- 2011               07:10 AM    ,December 22- 2011               07:51 AM    , 47A,December 22- 2011               03:30 PM    ,December 22- 2011               03:58 PM    , B35    
2011-12-22-AA-3823-LAX-DEN,December 22- 2011               09:00 PM    ,December 22- 2011     , 44J,December 23- 2011               12:15 AM    ,December 23- 2011     , A49    
2011-12-22-AA-1165-JFK-MIA,December 22- 2011               06:59 AM    ,December 22- 2011               06:56 AM    , 46,December 22- 2011               10:34 AM    ,December 22- 2011               10:20 AM    , D21    
2011-12-22-AA-3786-IAH-ORD,December 22- 2011               04:00 PM    ,December 22- 2011               04:28 PM    , A29,December 22- 2011               06:40 PM    ,December 22- 2011               06:50 PM    , G3    
2011-12-22-AA-4330-CVG-ORD,December 22- 2011               03:35 PM    ,December 22- 2011               04:33 PM    , 5,December 22- 2011               04:00 PM    ,December 22- 2011               04:46 PM    , G4    
2011-12-22-AA-3468-CVG-MIA,December 22- 2011               07:00 AM    ,December 22- 2011               06:53 AM    , 3,December 22- 2011               09:55 AM    ,December 22- 2011               09:32 AM    , D53    
2011-12-22-AA-204-LAX-MCO,December 22- 2011               11:25 PM    ,December 22- 2011     , 43,December 23- 2011               06:55 AM    ,December 23- 2011     , TBA    
2011-12-22-AA-466-IAH-MIA,December 22- 2011               06:00 AM    ,December 22- 2011               06:44 AM    , A27,December 22- 2011               09:20 AM    ,December 22- 2011               09:58 AM    , D32    
2011-12-22-AA-3-JFK-LAX,December 22- 2011               12:00 PM    ,December 22- 2011               11:56 AM    , 39,December 22- 2011               03:15 PM    ,December 22- 2011               03:11 PM    , 47B    
2011-12-22-AA-1007-MIA-PHX,December 22- 2011               04:55 PM    ,December 22- 2011               05:47 PM    , D41,December 22- 2011               08:05 PM    ,December 22- 2011     , 6    
2011-12-22-AA-271-MIA-LAX,December 22- 2011               11:35 AM    ,December 22- 2011               11:38 AM    , D49,December 22- 2011               02:25 PM    ,December 22- 2011               02:31 PM    , 42A    
2011-12-22-AA-643-MIA-ORD,December 22- 2011               07:10 AM    ,December 22- 2011               07:02 AM    , D16,December 22- 2011               09:35 AM    ,December 22- 2011               08:58 AM    , H15    
2011-12-22-AA-4198-ORD-CLE,December 22- 2011               10:40 AM    ,December 22- 2011               10:40 AM    , G2A,December 22- 2011               12:55 PM    ,December 22- 2011               12:54 PM    , A1    
2011-12-22-AA-400-DFW-JFK,December 22- 2011               10:40 AM    ,December 22- 2011               10:41 AM    , C29,December 22- 2011               02:59 PM    ,December 22- 2011               02:40 PM    , 45    
2011-12-22-AA-1886-BOS-MIA,December 22- 2011               10:45 AM    ,December 22- 2011               10:43 AM    , B33,December 22- 2011               02:20 PM    ,December 22- 2011               02:15 PM    , D38    
2011-12-22-AA-1917-JFK-MCO,December 22- 2011               02:55 PM    ,December 22- 2011               03:00 PM    , 37,December 22- 2011               05:55 PM    ,December 22- 2011               06:07 PM    , 16    
2011-12-22-AA-2957-DFW-CVG,December 22- 2011               07:55 AM    ,December 22- 2011               07:52 AM    , B22,December 22- 2011               11:05 AM    ,December 22- 2011               10:49 AM    , 3    
2011-12-22-UA-1500-IAH-GUA,Thu- Dec 22 8:50 AM,Thu- Dec 22 8:53 AM            Delayed,E1,Thu- Dec 22 11:43 AM,Thu- Dec 22 11:36 AM,--
2011-12-22-UA-664-ORD-PHL,Thu- Dec 22 1:35 PM,Thu- Dec 22 1:34 PM,C24,Thu- Dec 22 4:38 PM,Thu- Dec 22 4:18 PM,D9
2011-12-22-UA-414-LAX-SFO,Thu- Dec 22 6:00 AM,Thu- Dec 22 5:51 AM,75A,Thu- Dec 22 7:26 AM,Thu- Dec 22 7:26 AM,72
2011-12-22-UA-257-JFK-SFO,Thu- Dec 22 2:30 PM,Thu- Dec 22 2:27 PM,9,Thu- Dec 22 6:14 PM,Thu- Dec 22 5:49 PM,80
2011-12-22-UA-62-IAH-EWR,Thu- Dec 22 2:30 PM,Thu- Dec 22 2:32 PM,C-40,Thu- Dec 22 7:03 PM,Thu- Dec 22 6:50 PM,C74
2011-12-22-UA-843-LAX-ORD,Thu- Dec 22 2:10 PM,Thu- Dec 22 2:09 PM,73,Thu- Dec 22 8:12 PM,Thu- Dec 22 8:08 PM,C19
2011-12-22-UA-248-PHX-ORD,Thu- Dec 22 12:52 PM,Thu- Dec 22 12:52 PM            On Time,3,Thu- Dec 22 5:13 PM,Thu- Dec 22 5:05 PM,B6
2011-12-22-UA-397-JFK-SFO,Thu- Dec 22 8:25 AM,Thu- Dec 22 8:21 AM,7,Thu- Dec 22 12:14 PM,Thu- Dec 22 11:47 AM,85
